ImagePath,Class,Confidence
detected_frames\frame_285363382738400.jpg,car,0.91
detected_frames\frame_285363392408600.jpg,car,0.87
detected_frames\frame_285363406400800.jpg,car,0.39
detected_frames\frame_285363474981200.jpg,car,0.93
detected_frames\frame_285363483663500.jpg,car,0.84
detected_frames\frame_285363493133600.jpg,car,0.66
detected_frames\frame_285363564795300.jpg,car,0.93
detected_frames\frame_285363573979000.jpg,car,0.90
detected_frames\frame_285363583817400.jpg,car,0.50
detected_frames\frame_285363640967100.jpg,car,0.91
detected_frames\frame_285363649581900.jpg,car,0.91
detected_frames\frame_285363657467000.jpg,car,0.62
detected_frames\frame_285363716614000.jpg,car,0.93
detected_frames\frame_285363730712100.jpg,car,0.88
detected_frames\frame_285363744549500.jpg,car,0.86
detected_frames\frame_285363804126400.jpg,car,0.96
detected_frames\frame_285363812882100.jpg,car,0.94
detected_frames\frame_285363821295700.jpg,car,0.66
detected_frames\frame_285363873339300.jpg,car,0.95
detected_frames\frame_285363882596000.jpg,car,0.93
detected_frames\frame_285363891785000.jpg,car,0.82
detected_frames\frame_285363951358300.jpg,car,0.92
detected_frames\frame_285363965446100.jpg,car,0.89
detected_frames\frame_285363979850200.jpg,car,0.88
detected_frames\frame_285364044372100.jpg,car,0.95
detected_frames\frame_285364058526700.jpg,car,0.95
detected_frames\frame_285364073021500.jpg,car,0.92
detected_frames\frame_285364138712400.jpg,car,0.92
detected_frames\frame_285364153455600.jpg,car,0.92
detected_frames\frame_285364167239400.jpg,car,0.91
detected_frames\frame_285364229766700.jpg,car,0.94
detected_frames\frame_285364240275500.jpg,car,0.94
detected_frames\frame_285364250291600.jpg,car,0.89
detected_frames\frame_285364317679900.jpg,car,0.97
detected_frames\frame_285364325963300.jpg,car,0.95
detected_frames\frame_285364334192700.jpg,car,0.92
detected_frames\frame_285364405516800.jpg,car,0.97
detected_frames\frame_285364419067600.jpg,car,0.92
detected_frames\frame_285364428641800.jpg,car,0.89
detected_frames\frame_285364489911000.jpg,car,0.93
detected_frames\frame_285364504194700.jpg,car,0.92
detected_frames\frame_285364513389700.jpg,car,0.91
detected_frames\frame_285364570226900.jpg,car,0.93
detected_frames\frame_285364580581600.jpg,car,0.92
detected_frames\frame_285364594431000.jpg,car,0.90
detected_frames\frame_285364658399600.jpg,car,0.92
detected_frames\frame_285364672564700.jpg,car,0.91
detected_frames\frame_285364684831900.jpg,car,0.88
detected_frames\frame_285364740137600.jpg,car,0.94
detected_frames\frame_285364749830900.jpg,car,0.94
detected_frames\frame_285364762838700.jpg,car,0.91
detected_frames\frame_285364818462200.jpg,car,0.93
detected_frames\frame_285364828403100.jpg,car,0.93
detected_frames\frame_285364887834100.jpg,car,0.91
detected_frames\frame_285364899723500.jpg,car,0.89
detected_frames\frame_285364969766700.jpg,car,0.94
detected_frames\frame_285364984150700.jpg,car,0.93
detected_frames\frame_285365048193800.jpg,car,0.94
detected_frames\frame_285365059083600.jpg,car,0.92
detected_frames\frame_285365113613100.jpg,car,0.93
detected_frames\frame_285365126797700.jpg,car,0.93
detected_frames\frame_285365195951000.jpg,car,0.95
detected_frames\frame_285365205129200.jpg,car,0.93
detected_frames\frame_285365279767000.jpg,car,0.91
detected_frames\frame_285365291155000.jpg,car,0.88
detected_frames\frame_285365359355700.jpg,car,0.96
detected_frames\frame_285365372228900.jpg,car,0.95
detected_frames\frame_285365429688100.jpg,car,0.93
detected_frames\frame_285365443963700.jpg,car,0.92
detected_frames\frame_285365512563300.jpg,car,0.97
detected_frames\frame_285365524359500.jpg,car,0.93
detected_frames\frame_285365586563600.jpg,car,0.95
detected_frames\frame_285365596235900.jpg,car,0.90
detected_frames\frame_285365663687900.jpg,car,0.89
detected_frames\frame_285365722568000.jpg,car,0.93
detected_frames\frame_285365786932600.jpg,car,0.94
detected_frames\frame_285365862733900.jpg,car,0.92
detected_frames\frame_285365916036400.jpg,car,0.93
detected_frames\frame_285368567146000.jpg,car,0.42
detected_frames\frame_285368625795100.jpg,car,0.49
detected_frames\frame_285368704707200.jpg,car,0.28
detected_frames\frame_285368766087100.jpg,car,0.41
detected_frames\frame_285368820244200.jpg,car,0.56
detected_frames\frame_285368883650100.jpg,car,0.56
detected_frames\frame_285368943129300.jpg,car,0.68
detected_frames\frame_285369004657500.jpg,car,0.78
detected_frames\frame_285369066523500.jpg,car,0.75
detected_frames\frame_285369131391900.jpg,car,0.73
detected_frames\frame_285369207251300.jpg,car,0.85
detected_frames\frame_285369267017700.jpg,car,0.81
detected_frames\frame_285369333250700.jpg,car,0.90
detected_frames\frame_285369393742100.jpg,car,0.87
detected_frames\frame_285369460340600.jpg,car,0.88
detected_frames\frame_285369524564700.jpg,car,0.92
detected_frames\frame_285369588300100.jpg,car,0.95
detected_frames\frame_285369648894200.jpg,car,0.86
detected_frames\frame_285369722608100.jpg,car,0.86
detected_frames\frame_285369786067100.jpg,car,0.93
detected_frames\frame_285369846160900.jpg,car,0.94
detected_frames\frame_285369910635800.jpg,car,0.90
detected_frames\frame_285369982310900.jpg,car,0.83
detected_frames\frame_285370037409500.jpg,car,0.86
detected_frames\frame_285370144569700.jpg,car,0.91
detected_frames\frame_285370227614800.jpg,car,0.89
detected_frames\frame_285370337334600.jpg,car,0.91
detected_frames\frame_285370441730600.jpg,car,0.92
detected_frames\frame_285370543707200.jpg,car,0.92
detected_frames\frame_285370641720000.jpg,car,0.88
detected_frames\frame_285370750387100.jpg,car,0.92
detected_frames\frame_285370857895500.jpg,car,0.89
detected_frames\frame_285370955636900.jpg,car,0.92
detected_frames\frame_285371026542400.jpg,car,0.90
detected_frames\frame_285371103184000.jpg,car,0.90
detected_frames\frame_285371164964900.jpg,car,0.93
detected_frames\frame_285371224099900.jpg,car,0.94
detected_frames\frame_285371377434300.jpg,car,0.26
detected_frames\frame_285371452558100.jpg,car,0.38
detected_frames\frame_285371509636200.jpg,car,0.30
detected_frames\frame_285371570995300.jpg,car,0.41
detected_frames\frame_285371637557900.jpg,car,0.40
detected_frames\frame_285371703738500.jpg,car,0.55
detected_frames\frame_285371765593500.jpg,car,0.73
detected_frames\frame_285371830062500.jpg,car,0.78
detected_frames\frame_285371891480100.jpg,car,0.88
detected_frames\frame_285371966849500.jpg,car,0.87
detected_frames\frame_285372028777800.jpg,car,0.83
detected_frames\frame_285372037729500.jpg,car,0.34
detected_frames\frame_285372094822200.jpg,car,0.87
detected_frames\frame_285372109099200.jpg,car,0.53
detected_frames\frame_285372165725400.jpg,car,0.85
detected_frames\frame_285372225721000.jpg,car,0.93
detected_frames\frame_285372286498200.jpg,car,0.92
detected_frames\frame_285372299357900.jpg,car,0.29
detected_frames\frame_285372363816900.jpg,car,0.95
detected_frames\frame_285372377473800.jpg,car,0.60
detected_frames\frame_285372441694200.jpg,car,0.94
detected_frames\frame_285372456165200.jpg,car,0.63
detected_frames\frame_285372510740200.jpg,car,0.93
detected_frames\frame_285372519653500.jpg,car,0.65
detected_frames\frame_285372581004200.jpg,car,0.90
detected_frames\frame_285372595416000.jpg,car,0.64
detected_frames\frame_285372658271900.jpg,car,0.90
detected_frames\frame_285372688344200.jpg,car,0.63
detected_frames\frame_285372738945700.jpg,car,0.92
detected_frames\frame_285372748200900.jpg,car,0.73
detected_frames\frame_285372813406300.jpg,car,0.92
detected_frames\frame_285372826927200.jpg,car,0.79
detected_frames\frame_285372879341700.jpg,car,0.91
detected_frames\frame_285372889366600.jpg,car,0.88
detected_frames\frame_285372954217100.jpg,car,0.93
detected_frames\frame_285372962874000.jpg,car,0.92
detected_frames\frame_285372971750900.jpg,car,0.34
detected_frames\frame_285373023344700.jpg,car,0.94
detected_frames\frame_285373032159300.jpg,car,0.90
detected_frames\frame_285373040573400.jpg,car,0.37
detected_frames\frame_285373090809000.jpg,car,0.95
detected_frames\frame_285373100182400.jpg,car,0.94
detected_frames\frame_285373108055900.jpg,car,0.45
detected_frames\frame_285373164105900.jpg,car,0.94
detected_frames\frame_285373177965100.jpg,car,0.86
detected_frames\frame_285373192082900.jpg,car,0.50
detected_frames\frame_285373254772300.jpg,car,0.95
detected_frames\frame_285373268638700.jpg,car,0.93
detected_frames\frame_285373282542100.jpg,car,0.52
detected_frames\frame_285373347758300.jpg,car,0.93
detected_frames\frame_285373362349600.jpg,car,0.92
detected_frames\frame_285373376979300.jpg,car,0.57
detected_frames\frame_285373437830100.jpg,car,0.93
detected_frames\frame_285373452229000.jpg,car,0.88
detected_frames\frame_285373465890300.jpg,car,0.40
detected_frames\frame_285373527611500.jpg,car,0.90
detected_frames\frame_285373537284300.jpg,car,0.88
detected_frames\frame_285373548517600.jpg,car,0.56
detected_frames\frame_285373613465300.jpg,car,0.94
detected_frames\frame_285373627216400.jpg,car,0.91
detected_frames\frame_285373636180900.jpg,car,0.73
detected_frames\frame_285373698024600.jpg,car,0.94
detected_frames\frame_285373711992400.jpg,car,0.92
detected_frames\frame_285373725759800.jpg,car,0.71
detected_frames\frame_285373785349900.jpg,car,0.94
detected_frames\frame_285373794579000.jpg,car,0.82
detected_frames\frame_285373808371800.jpg,car,0.82
detected_frames\frame_285373873157300.jpg,car,0.94
detected_frames\frame_285373883767100.jpg,car,0.82
detected_frames\frame_285373949996400.jpg,car,0.95
detected_frames\frame_285373960714800.jpg,car,0.67
detected_frames\frame_285374021819500.jpg,car,0.93
detected_frames\frame_285374035655800.jpg,car,0.83
detected_frames\frame_285374099480800.jpg,car,0.93
detected_frames\frame_285374113214300.jpg,car,0.85
detected_frames\frame_285374177511300.jpg,car,0.88
detected_frames\frame_285374189652700.jpg,car,0.86
detected_frames\frame_285374256869900.jpg,car,0.93
detected_frames\frame_285374270050600.jpg,car,0.88
detected_frames\frame_285374333653200.jpg,car,0.88
detected_frames\frame_285374343330400.jpg,car,0.86
detected_frames\frame_285374409712300.jpg,car,0.94
detected_frames\frame_285374423649500.jpg,car,0.87
detected_frames\frame_285374479782200.jpg,car,0.96
detected_frames\frame_285374493460900.jpg,car,0.95
detected_frames\frame_285374563720500.jpg,car,0.93
detected_frames\frame_285374577526400.jpg,car,0.92
detected_frames\frame_285374640966700.jpg,car,0.93
detected_frames\frame_285374654704300.jpg,car,0.89
detected_frames\frame_285374718162400.jpg,car,0.90
detected_frames\frame_285374728516000.jpg,car,0.90
detected_frames\frame_285374782464100.jpg,car,0.93
detected_frames\frame_285374793211400.jpg,car,0.90
detected_frames\frame_285374852365600.jpg,car,0.93
detected_frames\frame_285374865937100.jpg,car,0.87
detected_frames\frame_285374924183900.jpg,car,0.94
detected_frames\frame_285374933385700.jpg,car,0.90
detected_frames\frame_285374989737600.jpg,car,0.96
detected_frames\frame_285375003611500.jpg,car,0.94
detected_frames\frame_285375065501200.jpg,car,0.94
detected_frames\frame_285375075220400.jpg,car,0.92
detected_frames\frame_285375141251600.jpg,car,0.93
detected_frames\frame_285375154325800.jpg,car,0.88
detected_frames\frame_285375205567400.jpg,car,0.95
detected_frames\frame_285375263649700.jpg,car,0.91
detected_frames\frame_285375324608000.jpg,car,0.92
detected_frames\frame_285375332939800.jpg,car,0.34
detected_frames\frame_285375393562000.jpg,car,0.93
detected_frames\frame_285375458029100.jpg,car,0.90
detected_frames\frame_285375472362700.jpg,car,0.37
detected_frames\frame_285375537784600.jpg,car,0.92
detected_frames\frame_285375547794500.jpg,car,0.46
detected_frames\frame_285375598548700.jpg,car,0.93
detected_frames\frame_285375608561600.jpg,car,0.65
detected_frames\frame_285375673552500.jpg,car,0.92
detected_frames\frame_285375687409600.jpg,car,0.56
detected_frames\frame_285375738915600.jpg,car,0.92
detected_frames\frame_285375749031700.jpg,car,0.59
detected_frames\frame_285375812074000.jpg,car,0.96
detected_frames\frame_285375825895200.jpg,car,0.68
detected_frames\frame_285375884339200.jpg,car,0.83
detected_frames\frame_285375947577400.jpg,car,0.80
detected_frames\frame_285376012083300.jpg,car,0.84
detected_frames\frame_285376064987700.jpg,car,0.88
detected_frames\frame_285376125549400.jpg,car,0.91
detected_frames\frame_285376195066000.jpg,car,0.93
detected_frames\frame_285376250036400.jpg,car,0.92
detected_frames\frame_285376314737800.jpg,car,0.92
detected_frames\frame_285376370429400.jpg,car,0.96
detected_frames\frame_285376443541100.jpg,car,0.94
detected_frames\frame_285376499712500.jpg,car,0.89
detected_frames\frame_285376561203600.jpg,car,0.87
detected_frames\frame_285376627175700.jpg,car,0.92
detected_frames\frame_285376713413200.jpg,car,0.91
detected_frames\frame_285376770064500.jpg,car,0.90
detected_frames\frame_285376830382300.jpg,car,0.92
detected_frames\frame_285376894675300.jpg,car,0.91
detected_frames\frame_285376975532400.jpg,car,0.89
detected_frames\frame_285377041697800.jpg,car,0.92
detected_frames\frame_285377109965300.jpg,car,0.92
detected_frames\frame_285377178062000.jpg,car,0.92
detected_frames\frame_285377239533700.jpg,car,0.91
detected_frames\frame_285377302459400.jpg,car,0.92
detected_frames\frame_285377359683600.jpg,car,0.92
detected_frames\frame_285377422840800.jpg,car,0.93
detected_frames\frame_285377493703200.jpg,car,0.91
detected_frames\frame_285377553267500.jpg,car,0.93
detected_frames\frame_285377567118300.jpg,car,0.50
detected_frames\frame_285377580555400.jpg,car,0.27
detected_frames\frame_285377643975500.jpg,car,0.93
detected_frames\frame_285377657980800.jpg,car,0.61
detected_frames\frame_285377671708200.jpg,car,0.32
detected_frames\frame_285377733815300.jpg,car,0.96
detected_frames\frame_285377748258300.jpg,car,0.43
detected_frames\frame_285377808111100.jpg,car,0.52
detected_frames\frame_285377817452900.jpg,car,0.32
detected_frames\frame_285377876910800.jpg,car,0.79
detected_frames\frame_285377906380000.jpg,car,0.51
detected_frames\frame_285377959380300.jpg,car,0.54
detected_frames\frame_285377968275000.jpg,car,0.47
detected_frames\frame_285378027961000.jpg,car,0.74
detected_frames\frame_285378036916000.jpg,car,0.52
detected_frames\frame_285378100406200.jpg,car,0.79
detected_frames\frame_285378114133400.jpg,car,0.69
detected_frames\frame_285378168821100.jpg,car,0.77
detected_frames\frame_285378183210600.jpg,car,0.66
detected_frames\frame_285378249214700.jpg,car,0.76
detected_frames\frame_285378257325200.jpg,car,0.56
detected_frames\frame_285378317383200.jpg,car,0.87
detected_frames\frame_285378330709500.jpg,car,0.64
detected_frames\frame_285378384952100.jpg,car,0.82
detected_frames\frame_285378395124300.jpg,car,0.77
detected_frames\frame_285378460711800.jpg,car,0.83
detected_frames\frame_285378474739600.jpg,car,0.76
detected_frames\frame_285378533734900.jpg,car,0.94
detected_frames\frame_285378547410200.jpg,car,0.93
detected_frames\frame_285378612092800.jpg,car,0.90
detected_frames\frame_285378626288800.jpg,car,0.90
detected_frames\frame_285378692286500.jpg,car,0.90
detected_frames\frame_285378702437600.jpg,car,0.86
detected_frames\frame_285378757495500.jpg,car,0.91
detected_frames\frame_285378771748600.jpg,car,0.84
detected_frames\frame_285378833178200.jpg,car,0.93
detected_frames\frame_285378846897100.jpg,car,0.87
detected_frames\frame_285378911525700.jpg,car,0.93
detected_frames\frame_285378921803600.jpg,car,0.90
detected_frames\frame_285378990633000.jpg,car,0.96
detected_frames\frame_285379001230400.jpg,car,0.89
detected_frames\frame_285379054593900.jpg,car,0.96
detected_frames\frame_285379063957500.jpg,car,0.90
detected_frames\frame_285379077954300.jpg,car,0.32
detected_frames\frame_285379139303600.jpg,car,0.92
detected_frames\frame_285379148876800.jpg,car,0.91
detected_frames\frame_285379158811000.jpg,car,0.51
detected_frames\frame_285379226889100.jpg,car,0.93
detected_frames\frame_285379240760500.jpg,car,0.92
detected_frames\frame_285379248787200.jpg,car,0.57
detected_frames\frame_285379307642600.jpg,car,0.92
detected_frames\frame_285379322914400.jpg,car,0.90
detected_frames\frame_285379334660000.jpg,car,0.72
detected_frames\frame_285379398576300.jpg,car,0.93
detected_frames\frame_285379409781000.jpg,car,0.92
detected_frames\frame_285379419239300.jpg,car,0.82
detected_frames\frame_285379497191900.jpg,car,0.91
detected_frames\frame_285379513201700.jpg,car,0.90
detected_frames\frame_285379523405100.jpg,car,0.76
detected_frames\frame_285379600189000.jpg,car,0.96
detected_frames\frame_285379610884500.jpg,car,0.91
detected_frames\frame_285379620448500.jpg,car,0.77
detected_frames\frame_285379689266500.jpg,car,0.93
detected_frames\frame_285379705305500.jpg,car,0.93
detected_frames\frame_285379715749300.jpg,car,0.84
detected_frames\frame_285379779693900.jpg,car,0.94
detected_frames\frame_285379791208000.jpg,car,0.90
detected_frames\frame_285379807125300.jpg,car,0.88
detected_frames\frame_285379890135000.jpg,car,0.90
detected_frames\frame_285379907183900.jpg,car,0.89
detected_frames\frame_285379923947700.jpg,car,0.84
detected_frames\frame_285379992072500.jpg,car,0.92
detected_frames\frame_285380009543800.jpg,car,0.90
detected_frames\frame_285380025902800.jpg,car,0.81
detected_frames\frame_285380093090000.jpg,car,0.92
detected_frames\frame_285380104358000.jpg,car,0.90
detected_frames\frame_285380115669300.jpg,car,0.89
detected_frames\frame_285380194831800.jpg,car,0.96
detected_frames\frame_285380212894200.jpg,car,0.95
detected_frames\frame_285380230325700.jpg,car,0.93
detected_frames\frame_285380301593900.jpg,car,0.93
detected_frames\frame_285380313247900.jpg,car,0.91
detected_frames\frame_285380330513800.jpg,car,0.91
detected_frames\frame_285380412073200.jpg,car,0.98
detected_frames\frame_285380422734400.jpg,car,0.92
detected_frames\frame_285380487791000.jpg,car,0.96
detected_frames\frame_285380505192300.jpg,car,0.92
detected_frames\frame_285380581307000.jpg,car,0.96
detected_frames\frame_285380598963800.jpg,car,0.95
detected_frames\frame_285380676826500.jpg,car,0.94
detected_frames\frame_285380688610700.jpg,car,0.93
detected_frames\frame_285380762739900.jpg,car,0.91
detected_frames\frame_285380844189400.jpg,car,0.97
detected_frames\frame_285380925102100.jpg,car,0.95
detected_frames\frame_285381008618000.jpg,car,0.91
detected_frames\frame_285381025453000.jpg,car,0.42
detected_frames\frame_285381090427100.jpg,car,0.94
detected_frames\frame_285381101331000.jpg,car,0.26
detected_frames\frame_285381180067700.jpg,car,0.90
detected_frames\frame_285381190330000.jpg,car,0.41
detected_frames\frame_285381265027400.jpg,car,0.94
detected_frames\frame_285381276043200.jpg,car,0.35
detected_frames\frame_285381341007200.jpg,car,0.96
detected_frames\frame_285381352380500.jpg,car,0.60
detected_frames\frame_285381430129800.jpg,car,0.91
detected_frames\frame_285381447277700.jpg,car,0.49
detected_frames\frame_285381522882400.jpg,car,0.95
detected_frames\frame_285381537064100.jpg,car,0.63
detected_frames\frame_285381546402100.jpg,car,0.36
detected_frames\frame_285381619324800.jpg,car,0.93
detected_frames\frame_285381636501700.jpg,car,0.60
detected_frames\frame_285381709105100.jpg,car,0.94
detected_frames\frame_285381726497900.jpg,car,0.73
detected_frames\frame_285381743815800.jpg,car,0.50
detected_frames\frame_285381817013400.jpg,car,0.94
detected_frames\frame_285381834140100.jpg,car,0.71
detected_frames\frame_285381851234400.jpg,car,0.42
detected_frames\frame_285381927485100.jpg,car,0.93
detected_frames\frame_285381944375400.jpg,car,0.62
detected_frames\frame_285381960881500.jpg,car,0.34
detected_frames\frame_285382031087400.jpg,car,0.96
detected_frames\frame_285382043507800.jpg,car,0.73
detected_frames\frame_285382060483300.jpg,car,0.43
detected_frames\frame_285382135737800.jpg,car,0.92
detected_frames\frame_285382146971200.jpg,car,0.68
detected_frames\frame_285382157674000.jpg,car,0.49
detected_frames\frame_285382234060700.jpg,car,0.97
detected_frames\frame_285382248361400.jpg,car,0.78
detected_frames\frame_285382259864100.jpg,car,0.49
detected_frames\frame_285382324938500.jpg,car,0.88
detected_frames\frame_285382337250100.jpg,car,0.76
detected_frames\frame_285382354599300.jpg,car,0.42
detected_frames\frame_285382428079600.jpg,car,0.86
detected_frames\frame_285382445422300.jpg,car,0.63
detected_frames\frame_285382519188200.jpg,car,0.86
detected_frames\frame_285382530610600.jpg,car,0.47
detected_frames\frame_285382596656900.jpg,car,0.85
detected_frames\frame_285382614393600.jpg,car,0.59
detected_frames\frame_285382688123900.jpg,car,0.83
detected_frames\frame_285382699885300.jpg,car,0.68
detected_frames\frame_285382715900600.jpg,car,0.68
detected_frames\frame_285382727542000.jpg,car,0.41
detected_frames\frame_285382804238100.jpg,car,0.85
detected_frames\frame_285382821229600.jpg,car,0.78
detected_frames\frame_285382831670900.jpg,car,0.50
detected_frames\frame_285382902164200.jpg,car,0.87
detected_frames\frame_285382919963900.jpg,car,0.85
detected_frames\frame_285382937027200.jpg,car,0.40
detected_frames\frame_285383003182600.jpg,car,0.88
detected_frames\frame_285383014363700.jpg,car,0.72
detected_frames\frame_285383090422500.jpg,car,0.94
detected_frames\frame_285383106436300.jpg,car,0.67
detected_frames\frame_285383116928600.jpg,car,0.25
detected_frames\frame_285383179386200.jpg,car,0.93
detected_frames\frame_285383191200400.jpg,car,0.72
detected_frames\frame_285383201938800.jpg,car,0.40
detected_frames\frame_285383279746900.jpg,car,0.91
detected_frames\frame_285383291576000.jpg,car,0.75
detected_frames\frame_285383369443800.jpg,car,0.89
detected_frames\frame_285383387434400.jpg,car,0.85
detected_frames\frame_285383463222700.jpg,car,0.92
detected_frames\frame_285383473817300.jpg,car,0.77
detected_frames\frame_285383486495400.jpg,car,0.28
detected_frames\frame_285383564104500.jpg,car,0.89
detected_frames\frame_285383582029300.jpg,car,0.84
detected_frames\frame_285383594576000.jpg,car,0.36
detected_frames\frame_285383674052400.jpg,car,0.89
detected_frames\frame_285383691261800.jpg,car,0.84
detected_frames\frame_285383770815200.jpg,car,0.89
detected_frames\frame_285383781065500.jpg,car,0.86
detected_frames\frame_285383791718900.jpg,car,0.49
detected_frames\frame_285383872317200.jpg,car,0.91
detected_frames\frame_285383883723300.jpg,car,0.90
detected_frames\frame_285383894164700.jpg,car,0.53
detected_frames\frame_285383982619900.jpg,car,0.94
detected_frames\frame_285383993086700.jpg,car,0.87
detected_frames\frame_285384008635700.jpg,car,0.71
detected_frames\frame_285384088908900.jpg,car,0.93
detected_frames\frame_285384100047900.jpg,car,0.92
detected_frames\frame_285384117408500.jpg,car,0.76
detected_frames\frame_285384134635400.jpg,car,0.39
detected_frames\frame_285384209871100.jpg,car,0.94
detected_frames\frame_285384222777300.jpg,car,0.90
detected_frames\frame_285384239963200.jpg,car,0.74
detected_frames\frame_285384257045000.jpg,car,0.43
detected_frames\frame_285384333035100.jpg,car,0.94
detected_frames\frame_285384344617400.jpg,car,0.92
detected_frames\frame_285384362041000.jpg,car,0.82
detected_frames\frame_285384377294700.jpg,car,0.49
detected_frames\frame_285384446573000.jpg,car,0.95
detected_frames\frame_285384464620000.jpg,car,0.89
detected_frames\frame_285384481113800.jpg,car,0.83
detected_frames\frame_285384499282300.jpg,car,0.51
detected_frames\frame_285384576240200.jpg,car,0.93
detected_frames\frame_285384591449000.jpg,car,0.92
detected_frames\frame_285384608633900.jpg,car,0.89
detected_frames\frame_285384622599800.jpg,car,0.61
detected_frames\frame_285384694706200.jpg,car,0.95
detected_frames\frame_285384705913400.jpg,car,0.91
detected_frames\frame_285384723290000.jpg,car,0.91
detected_frames\frame_285384733856700.jpg,car,0.83
detected_frames\frame_285384744890200.jpg,car,0.25
detected_frames\frame_285384821376200.jpg,car,0.93
detected_frames\frame_285384838591700.jpg,car,0.93
detected_frames\frame_285384849914800.jpg,car,0.91
detected_frames\frame_285384859943400.jpg,car,0.91
detected_frames\frame_285384871539800.jpg,car,0.26
detected_frames\frame_285384946006400.jpg,car,0.95
detected_frames\frame_285384963528600.jpg,car,0.94
detected_frames\frame_285384977424100.jpg,car,0.90
detected_frames\frame_285384987933000.jpg,car,0.70
detected_frames\frame_285384998405500.jpg,car,0.38
detected_frames\frame_285385077300300.jpg,car,0.95
detected_frames\frame_285385094769100.jpg,car,0.94
detected_frames\frame_285385109379400.jpg,car,0.93
detected_frames\frame_285385120839700.jpg,car,0.73
detected_frames\frame_285385131859100.jpg,car,0.26
detected_frames\frame_285385217145500.jpg,car,0.97
detected_frames\frame_285385228984900.jpg,car,0.96
detected_frames\frame_285385246396900.jpg,car,0.92
detected_frames\frame_285385263677300.jpg,car,0.91
detected_frames\frame_285385276036700.jpg,car,0.54
detected_frames\frame_285385350256000.jpg,car,0.95
detected_frames\frame_285385367677000.jpg,car,0.95
detected_frames\frame_285385384749400.jpg,car,0.94
detected_frames\frame_285385400404300.jpg,car,0.93
detected_frames\frame_285385410881800.jpg,car,0.57
detected_frames\frame_285385481720000.jpg,car,0.94
detected_frames\frame_285385498708900.jpg,car,0.93
